deal_id,file,country,state_level,fy,stage,version,origin,funding_source,scope_confidence,is_transfer,amount_total,currency,doc_locator,matched_to,warnings
bwa-2024-0300-11061-appropriated,2024-04-01-bwa-2024-0300-11061-appropriated-mof-computerisation.md,BWA,national,2024,appropriated,original,domestic-state,domestic-revenue,whole,false,48739941,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2024-25, organisation 0300, project 11061",,
bwa-2024-0300-11061-revised,2025-02-09-bwa-2024-0300-11061-revised-mof-computerisation.md,BWA,national,2024,revised,revised,domestic-state,domestic-revenue,whole,false,35181175,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2025-26, column `2024-25`, organisation 0300, project 11061",,
bwa-2024-1100-11335-appropriated,2024-04-01-bwa-2024-1100-11335-appropriated-moh-computerisation.md,BWA,national,2024,appropriated,original,domestic-state,domestic-revenue,whole,false,33240000,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2024-25, organisation 1100, project 11335",,
bwa-2024-1100-11335-revised,2025-02-09-bwa-2024-1100-11335-revised-moh-computerisation.md,BWA,national,2024,revised,revised,domestic-state,domestic-revenue,whole,false,16335935,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2025-26, column `2024-25`, organisation 1100, project 11335",,
bwa-2024-0500-11116-appropriated,2024-04-01-bwa-2024-0500-11116-appropriated-moa-computerisation.md,BWA,national,2024,appropriated,original,domestic-state,domestic-revenue,whole,false,33150000,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2024-25, organisation 0500, project 11116",,
bwa-2024-0500-11116-revised,2025-02-09-bwa-2024-0500-11116-revised-moa-computerisation.md,BWA,national,2024,revised,revised,domestic-state,domestic-revenue,whole,false,31150000,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2025-26, column `2024-25`, organisation 0500, project 11116",,
bwa-2024-0700-11212-appropriated,2024-04-01-bwa-2024-0700-11212-appropriated-mti-computerisation.md,BWA,national,2024,appropriated,original,domestic-state,domestic-revenue,whole,false,8000000,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2024-25, organisation 0700, project 11212",,
bwa-2024-0700-11212-revised,2025-02-09-bwa-2024-0700-11212-revised-mti-computerisation.md,BWA,national,2024,revised,revised,domestic-state,domestic-revenue,whole,false,8120320,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2025-26, column `2024-25`, organisation 0700, project 11212",,
bwa-2024-2000-11503-appropriated,2024-04-01-bwa-2024-2000-11503-appropriated-met-computerisation.md,BWA,national,2024,appropriated,original,domestic-state,domestic-revenue,whole,false,7709700,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2024-25, organisation 2000, project 11503",,
bwa-2024-2000-11503-revised,2025-02-09-bwa-2024-2000-11503-revised-met-computerisation.md,BWA,national,2024,revised,revised,domestic-state,domestic-revenue,whole,false,4453000,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2025-26, column `2024-25`, organisation 2000, project 11503",,
bwa-2024-3000-11861-appropriated,2024-04-01-bwa-2024-3000-11861-appropriated-moe-computerisation.md,BWA,national,2024,appropriated,original,domestic-state,domestic-revenue,whole,false,7338240,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2024-25, organisation 3000, project 11861",,
bwa-2024-2900-11832-appropriated,2024-04-01-bwa-2024-2900-11832-appropriated-computerisation.md,BWA,national,2024,appropriated,original,domestic-state,domestic-revenue,whole,false,7109454,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2024-25, organisation 2900, project 11832",,
bwa-2024-2900-11832-revised,2025-02-09-bwa-2024-2900-11832-revised-computerisation.md,BWA,national,2024,revised,revised,domestic-state,domestic-revenue,whole,false,2800000,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2025-26, column `2024-25`, organisation 2900, project 11832",,
bwa-2024-1200-11382-appropriated,2024-04-01-bwa-2024-1200-11382-appropriated-aoj-computerisation.md,BWA,national,2024,appropriated,original,domestic-state,domestic-revenue,whole,false,4908495,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2024-25, organisation 1200, project 11382",,
bwa-2024-1200-11382-revised,2025-02-09-bwa-2024-1200-11382-revised-aoj-computerisation.md,BWA,national,2024,revised,revised,domestic-state,domestic-revenue,whole,false,2849897,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2025-26, column `2024-25`, organisation 1200, project 11382",,
bwa-2024-2300-11584-appropriated,2024-04-01-bwa-2024-2300-11584-appropriated-information-and-communications.md,BWA,national,2024,appropriated,original,domestic-state,domestic-revenue,whole,false,3657150,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2024-25, organisation 2300, project 11584",,
bwa-2024-2300-11584-revised,2025-02-09-bwa-2024-2300-11584-revised-information-and-communications.md,BWA,national,2024,revised,revised,domestic-state,domestic-revenue,whole,false,19055750,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2025-26, column `2024-25`, organisation 2300, project 11584",,
bwa-2025-2400-11631-appropriated,2025-03-31-bwa-2025-2400-11631-appropriated-information-and-communications-technolog.md,BWA,national,2025,appropriated,original,domestic-state,domestic-revenue,whole,false,369079545,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2025-26, organisation 2400, departments 2404 and 2406, project 11631",,
bwa-2025-2400-11631-revised,2025-08-01-bwa-2025-2400-11631-revised-information-and-communications-technolog.md,BWA,national,2025,revised,revised,domestic-state,domestic-revenue,whole,false,338683428,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, column `Estimated Expenditure 2025-26`, organisation 2400, departments 2404 and 2406, project 12481",,
bwa-2025-2400-11631-actual,2025-12-05-bwa-2025-2400-11631-actual-information-and-communications-technolog.md,BWA,national,2025,actual,original,domestic-state,domestic-revenue,whole,false,142712599,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, column `Actual Expenditure (05 December 2025)`, organisation 2400, departments 2404 and 2406, project 12481",,
bwa-2025-2400-11637-appropriated,2025-03-31-bwa-2025-2400-11637-appropriated-research-and-development.md,BWA,national,2025,appropriated,original,domestic-state,domestic-revenue,unclear,false,477403718,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2025-26, organisation 2400, departments 2407 and 2409, project 11637",,
bwa-2025-2400-11637-revised,2025-08-01-bwa-2025-2400-11637-revised-research-and-development.md,BWA,national,2025,revised,revised,domestic-state,domestic-revenue,unclear,false,185786978,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, column `Estimated Expenditure 2025-26`, organisation 2400, departments 2407 and 2409, project 12482",,
bwa-2025-2400-11637-actual,2025-12-05-bwa-2025-2400-11637-actual-research-and-development.md,BWA,national,2025,actual,original,domestic-state,domestic-revenue,unclear,false,42771544,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, column `Actual Expenditure (05 December 2025)`, organisation 2400, departments 2407 and 2409, project 12482",,
bwa-2025-2400-2404-appropriated,2025-03-31-bwa-2025-2400-2404-appropriated-department-of-digital-communications-inf.md,BWA,national,2025,appropriated,original,domestic-state,domestic-revenue,whole,false,13737390,BWP,"Ministry 2400, organisation summary, column `Estimate 2025-26`, department 2404",,
bwa-2025-2400-2406-appropriated,2025-03-31-bwa-2025-2400-2406-appropriated-department-of-shared-digital-services.md,BWA,national,2025,appropriated,original,domestic-state,domestic-revenue,whole,false,594362280,BWP,"Ministry 2400, organisation summary, column `Estimate 2025-26`, department 2406",,
bwa-2025-0600-12104-appropriated,2025-03-31-bwa-2025-0600-12104-appropriated-mcwbe-computerisation.md,BWA,national,2025,appropriated,original,domestic-state,domestic-revenue,whole,false,270000000,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2025-26, organisation 0600, project 12104 (TNDP code)",,
bwa-2025-0600-12104-revised,2025-08-01-bwa-2025-0600-12104-revised-mcwbe-computerisation.md,BWA,national,2025,revised,revised,domestic-state,domestic-revenue,whole,false,38819833,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, column `Estimated Expenditure 2025-26`, organisation 0600, project 12104",,
bwa-2025-0600-12104-actual,2025-12-05-bwa-2025-0600-12104-actual-mcwbe-computerisation.md,BWA,national,2025,actual,original,domestic-state,domestic-revenue,whole,false,0,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, column `Actual Expenditure (05 December 2025)`, organisation 0600, project 12104",,
bwa-2025-0200-12024-appropriated,2025-03-31-bwa-2025-0200-12024-appropriated-msp-computerisation.md,BWA,national,2025,appropriated,original,domestic-state,domestic-revenue,whole,false,104080000,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2025-26, organisation 0200, project 12024 (TNDP code)",,
bwa-2025-0200-12024-revised,2025-08-01-bwa-2025-0200-12024-revised-msp-computerisation.md,BWA,national,2025,revised,revised,domestic-state,domestic-revenue,whole,false,64074943,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, column `Estimated Expenditure 2025-26`, organisation 0200, project 12024",,
bwa-2025-0200-12024-actual,2025-12-05-bwa-2025-0200-12024-actual-msp-computerisation.md,BWA,national,2025,actual,original,domestic-state,domestic-revenue,whole,false,41740940,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, column `Actual Expenditure (05 December 2025)`, organisation 0200, project 12024",,
bwa-2025-0300-12041-appropriated,2025-03-31-bwa-2025-0300-12041-appropriated-mof-computerisation.md,BWA,national,2025,appropriated,original,domestic-state,domestic-revenue,whole,false,84571040,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2025-26, organisation 0300, project 12041 (TNDP code)",,
bwa-2025-0300-12041-revised,2025-08-01-bwa-2025-0300-12041-revised-mof-computerisation.md,BWA,national,2025,revised,revised,domestic-state,domestic-revenue,whole,false,84571040,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, column `Estimated Expenditure 2025-26`, organisation 0300, project 12041",,
bwa-2025-0300-12041-actual,2025-12-05-bwa-2025-0300-12041-actual-mof-computerisation.md,BWA,national,2025,actual,original,domestic-state,domestic-revenue,whole,false,5154933,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, column `Actual Expenditure (05 December 2025)`, organisation 0300, project 12041",,
bwa-2025-2300-12461-appropriated,2025-03-31-bwa-2025-2300-12461-appropriated-information-and-communications-technolog.md,BWA,national,2025,appropriated,original,domestic-state,domestic-revenue,whole,false,27597281,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2025-26, organisation 2300, project 12461 (TNDP code)",,
bwa-2025-2300-12461-revised,2025-08-01-bwa-2025-2300-12461-revised-information-and-communications-technolog.md,BWA,national,2025,revised,revised,domestic-state,domestic-revenue,whole,false,13597281,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, column `Estimated Expenditure 2025-26`, organisation 2300, project 12461",,
bwa-2025-2300-12461-actual,2025-12-05-bwa-2025-2300-12461-actual-information-and-communications-technolog.md,BWA,national,2025,actual,original,domestic-state,domestic-revenue,whole,false,3663284,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, column `Actual Expenditure (05 December 2025)`, organisation 2300, project 12461",,
bwa-2025-0500-12084-appropriated,2025-03-31-bwa-2025-0500-12084-appropriated-mla-computerisation.md,BWA,national,2025,appropriated,original,domestic-state,domestic-revenue,whole,false,25000000,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2025-26, organisation 0500, project 12084 (TNDP code)",,
bwa-2025-0500-12084-revised,2025-08-01-bwa-2025-0500-12084-revised-mla-computerisation.md,BWA,national,2025,revised,revised,domestic-state,domestic-revenue,whole,false,25000000,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, column `Estimated Expenditure 2025-26`, organisation 0500, project 12084",,
bwa-2025-0500-12084-actual,2025-12-05-bwa-2025-0500-12084-actual-mla-computerisation.md,BWA,national,2025,actual,original,domestic-state,domestic-revenue,whole,false,5100,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, column `Actual Expenditure (05 December 2025)`, organisation 0500, project 12084",,
bwa-2025-0400-12061-appropriated,2025-03-31-bwa-2025-0400-12061-appropriated-computerisation.md,BWA,national,2025,appropriated,original,domestic-state,domestic-revenue,whole,false,18700000,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2025-26, organisation 0400, project 12061 (TNDP code)",,
bwa-2025-0400-12061-revised,2025-08-01-bwa-2025-0400-12061-revised-computerisation.md,BWA,national,2025,revised,revised,domestic-state,domestic-revenue,whole,false,12200000,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, column `Estimated Expenditure 2025-26`, organisation 0400, project 12061",,
bwa-2025-0400-12061-actual,2025-12-05-bwa-2025-0400-12061-actual-computerisation.md,BWA,national,2025,actual,original,domestic-state,domestic-revenue,whole,false,4425317,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, column `Actual Expenditure (05 December 2025)`, organisation 0400, project 12061",,
bwa-2025-1100-12244-appropriated,2025-03-31-bwa-2025-1100-12244-appropriated-moh-computerisation.md,BWA,national,2025,appropriated,original,domestic-state,domestic-revenue,whole,false,10800000,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2025-26, organisation 1100, project 12244 (TNDP code)",,
bwa-2025-1100-12244-revised,2025-08-01-bwa-2025-1100-12244-revised-moh-computerisation.md,BWA,national,2025,revised,revised,domestic-state,domestic-revenue,whole,false,9500000,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, column `Estimated Expenditure 2025-26`, organisation 1100, project 12244",,
bwa-2025-1100-12244-actual,2025-12-05-bwa-2025-1100-12244-actual-moh-computerisation.md,BWA,national,2025,actual,original,domestic-state,domestic-revenue,whole,false,1587158,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, column `Actual Expenditure (05 December 2025)`, organisation 1100, project 12244",,
bwa-2025-3400-12621-appropriated,2025-03-31-bwa-2025-3400-12621-appropriated-mosa-computerisation.md,BWA,national,2025,appropriated,original,domestic-state,domestic-revenue,whole,false,8751006,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2025-26, organisation 3400, project 12621 (TNDP code)",,
bwa-2025-3400-12621-revised,2025-08-01-bwa-2025-3400-12621-revised-mosa-computerisation.md,BWA,national,2025,revised,revised,domestic-state,domestic-revenue,whole,false,8751006,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, column `Estimated Expenditure 2025-26`, organisation 3400, project 12621",,
bwa-2025-3400-12621-actual,2025-12-05-bwa-2025-3400-12621-actual-mosa-computerisation.md,BWA,national,2025,actual,original,domestic-state,domestic-revenue,whole,false,2164874,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, column `Actual Expenditure (05 December 2025)`, organisation 3400, project 12621",,
bwa-2025-1200-12263-appropriated,2025-03-31-bwa-2025-1200-12263-appropriated-aoj-computerisation.md,BWA,national,2025,appropriated,original,domestic-state,domestic-revenue,whole,false,4760000,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2025-26, organisation 1200, project 12263 (TNDP code)",,
bwa-2025-1200-12263-revised,2025-08-01-bwa-2025-1200-12263-revised-aoj-computerisation.md,BWA,national,2025,revised,revised,domestic-state,domestic-revenue,whole,false,4760000,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, column `Estimated Expenditure 2025-26`, organisation 1200, project 12263",,
bwa-2025-1200-12263-actual,2025-12-05-bwa-2025-1200-12263-actual-aoj-computerisation.md,BWA,national,2025,actual,original,domestic-state,domestic-revenue,whole,false,166931,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, column `Actual Expenditure (05 December 2025)`, organisation 1200, project 12263",,
bwa-2025-3100-12562-appropriated,2025-03-31-bwa-2025-3100-12562-appropriated-otr-computerisation.md,BWA,national,2025,appropriated,original,domestic-state,domestic-revenue,whole,false,4564988,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2025-26, organisation 3100, project 12562 (TNDP code)",,
bwa-2025-3100-12562-revised,2025-08-01-bwa-2025-3100-12562-revised-otr-computerisation.md,BWA,national,2025,revised,revised,domestic-state,domestic-revenue,whole,false,500000,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, column `Estimated Expenditure 2025-26`, organisation 3100, project 12562",,
bwa-2025-3100-12562-actual,2025-12-05-bwa-2025-3100-12562-actual-otr-computerisation.md,BWA,national,2025,actual,original,domestic-state,domestic-revenue,whole,false,0,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, column `Actual Expenditure (05 December 2025)`, organisation 3100, project 12562",,
bwa-2025-3300-12601-appropriated,2025-03-31-bwa-2025-3300-12601-appropriated-mhe-computerisation.md,BWA,national,2025,appropriated,original,domestic-state,domestic-revenue,whole,false,3950000,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2025-26, organisation 3300, project 12601 (TNDP code)",,
bwa-2025-3300-12601-revised,2025-08-01-bwa-2025-3300-12601-revised-mhe-computerisation.md,BWA,national,2025,revised,revised,domestic-state,domestic-revenue,whole,false,3950000,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, column `Estimated Expenditure 2025-26`, organisation 3300, project 12601",,
bwa-2025-3300-12601-actual,2025-12-05-bwa-2025-3300-12601-actual-mhe-computerisation.md,BWA,national,2025,actual,original,domestic-state,domestic-revenue,whole,false,3950000,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, column `Actual Expenditure (05 December 2025)`, organisation 3300, project 12601",,
bwa-2025-2900-12523-appropriated,2025-03-31-bwa-2025-2900-12523-appropriated-mjcs-computerisation.md,BWA,national,2025,appropriated,original,domestic-state,domestic-revenue,whole,false,3654291,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2025-26, organisation 2900, project 12523 (TNDP code)",,
bwa-2025-2900-12523-revised,2025-08-01-bwa-2025-2900-12523-revised-mjcs-computerisation.md,BWA,national,2025,revised,revised,domestic-state,domestic-revenue,whole,false,3654291,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, column `Estimated Expenditure 2025-26`, organisation 2900, project 12523",,
bwa-2025-2000-12403-appropriated,2025-03-31-bwa-2025-2000-12403-appropriated-met-computerisation.md,BWA,national,2025,appropriated,original,domestic-state,domestic-revenue,whole,false,0,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2025-26, organisation 2000, project 12403 (TNDP code)",,
bwa-2025-2000-12403-revised,2025-08-01-bwa-2025-2000-12403-revised-met-computerisation.md,BWA,national,2025,revised,revised,domestic-state,domestic-revenue,whole,false,14800000,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, column `Estimated Expenditure 2025-26`, organisation 2000, project 12403",,
bwa-2025-2000-12403-actual,2025-12-05-bwa-2025-2000-12403-actual-met-computerisation.md,BWA,national,2025,actual,original,domestic-state,domestic-revenue,whole,false,1000000,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, column `Actual Expenditure (05 December 2025)`, organisation 2000, project 12403",,
bwa-2025-0700-12122-appropriated,2025-03-31-bwa-2025-0700-12122-appropriated-mte-computerisation.md,BWA,national,2025,appropriated,original,domestic-state,domestic-revenue,whole,false,0,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2025-26, organisation 0700, project 12122 (TNDP code)",,
bwa-2025-0700-12122-revised,2025-08-01-bwa-2025-0700-12122-revised-mte-computerisation.md,BWA,national,2025,revised,revised,domestic-state,domestic-revenue,whole,false,7000000,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, column `Estimated Expenditure 2025-26`, organisation 0700, project 12122",,
bwa-2025-0700-12122-actual,2025-12-05-bwa-2025-0700-12122-actual-mte-computerisation.md,BWA,national,2025,actual,original,domestic-state,domestic-revenue,whole,false,190992,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, column `Actual Expenditure (05 December 2025)`, organisation 0700, project 12122",,
bwa-2025-3500-12643-revised,2025-08-01-bwa-2025-3500-12643-revised-prisons-ict-development.md,BWA,national,2025,revised,revised,domestic-state,domestic-revenue,whole,false,9158347,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, column `Estimated Expenditure 2025-26`, organisation 3500, project 12643",,
bwa-2026-2400-12481-appropriated,2026-04-01-bwa-2026-2400-12481-appropriated-information-and-communications-technolog.md,BWA,national,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,251000000,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, organisation 2400, departments 2404 (P95,000,000) and 2406 (P156,000,000), project 12481",,
bwa-2026-2400-12482-appropriated,2026-04-01-bwa-2026-2400-12482-appropriated-research-and-development.md,BWA,national,2026,appropriated,original,domestic-state,domestic-revenue,unclear,false,213700000,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, organisation 2400, departments 2407 and 2409, project 12482",,
bwa-2026-2400-2404-appropriated,2026-04-01-bwa-2026-2400-2404-appropriated-department-of-digital-communications-inf.md,BWA,national,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,12692280,BWP,"Ministry 2400, organisation summary, column `Estimate 2026-27`, department 2404",,
bwa-2026-2400-2406-appropriated,2026-04-01-bwa-2026-2400-2406-appropriated-department-of-shared-digital-services.md,BWA,national,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,587310850,BWP,"Ministry 2400, organisation summary, column `Estimate 2026-27`, department 2406",,
bwa-2026-0600-12104-appropriated,2026-04-01-bwa-2026-0600-12104-appropriated-mcwbe-computerisation.md,BWA,national,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,253000000,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, organisation 0600, project 12104",,
bwa-2026-0200-12024-appropriated,2026-04-01-bwa-2026-0200-12024-appropriated-msp-computerisation.md,BWA,national,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,148200000,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, organisation 0200, project 12024",,
bwa-2026-0500-12084-appropriated,2026-04-01-bwa-2026-0500-12084-appropriated-mla-computerisation.md,BWA,national,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,124328409,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, organisation 0500, project 12084",,
bwa-2026-0300-12041-appropriated,2026-04-01-bwa-2026-0300-12041-appropriated-mof-computerisation.md,BWA,national,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,123172400,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, organisation 0300, project 12041",,
bwa-2026-2300-12461-appropriated,2026-04-01-bwa-2026-2300-12461-appropriated-information-and-communications-technolog.md,BWA,national,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,107000000,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, organisation 2300, project 12461",,
bwa-2026-0400-12061-appropriated,2026-04-01-bwa-2026-0400-12061-appropriated-computerisation.md,BWA,national,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,42019862,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, organisation 0400, project 12061",,
bwa-2026-1100-12244-appropriated,2026-04-01-bwa-2026-1100-12244-appropriated-moh-computerisation.md,BWA,national,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,28934000,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, organisation 1100, project 12244",,
bwa-2026-3300-12601-appropriated,2026-04-01-bwa-2026-3300-12601-appropriated-mohe-computerisation.md,BWA,national,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,16000000,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, organisation 3300, project 12601",,
bwa-2026-0700-12122-appropriated,2026-04-01-bwa-2026-0700-12122-appropriated-mte-computerisation.md,BWA,national,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,12853196,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, organisation 0700, project 12122",,
bwa-2026-2000-12403-appropriated,2026-04-01-bwa-2026-2000-12403-appropriated-met-computerisation.md,BWA,national,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,10033212,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, organisation 2000, project 12403",,
bwa-2026-3400-12621-appropriated,2026-04-01-bwa-2026-3400-12621-appropriated-mosa-computerisation.md,BWA,national,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,7800000,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, organisation 3400, project 12621",,
bwa-2026-1200-12263-appropriated,2026-04-01-bwa-2026-1200-12263-appropriated-aoj-computerisation.md,BWA,national,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,6250000,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, organisation 1200, project 12263",,
bwa-2026-2100-12423-appropriated,2026-04-01-bwa-2026-2100-12423-appropriated-industrial-court-ict-development.md,BWA,national,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,5500000,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, organisation 2100, project 12423",,
bwa-2026-3100-12562-appropriated,2026-04-01-bwa-2026-3100-12562-appropriated-otr-ict-development.md,BWA,national,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,4564988,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, organisation 3100, project 12562",,
bwa-2026-2900-12523-appropriated,2026-04-01-bwa-2026-2900-12523-appropriated-mjcs-ict-development.md,BWA,national,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,4006530,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, organisation 2900, project 12523",,
bwa-2026-3500-12643-appropriated,2026-04-01-bwa-2026-3500-12643-appropriated-prisons-ict-development.md,BWA,national,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,1800000,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, organisation 3500, project 12643",,
bwa-2026-1700-12362-appropriated,2026-04-01-bwa-2026-1700-12362-appropriated-ombuds-ict-development.md,BWA,national,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,0,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, organisation 1700, project 12362",,
bwa-2026-1600-12341-evr-appropriated,2026-04-01-bwa-2026-1600-12341-evr-appropriated-review-of-electoral-processes-project-th.md,BWA,national,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,50000000,BWP,"Committee of Supply Speech 2026/2027, Independent Electoral Commission, para 37",,
